name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,cls,nation,ab_br,rb_br,sb_br,ab_repair,rb_repair,sb_repair,is_premium,ab_rp_rate,ab_sl_rate,rb_rp_rate,rb_sl_rate,sb_rp_rate,sb_sl_rate
g4m1,53.0,39.03,,,1.32,2.06,12.0,,,,2.0,,,,,,,,G4M1,G4M1,Aviation,Japan,3.0,2.7,3.0,1454.0,1315.0,3795.0,False,124,150,124,290,124,400
wellington_mk1c_late,1.0,,,,,2.0,6.0,,,,,,,,,,,,Wellington_Mk_Ic/L,Wellington_Mk_Ic/L,Aviation,Britain,3.0,2.7,3.0,1709.0,2570.0,4055.0,False,130,140,130,310,130,340
f4f-3,469.0,57.36,2.46,1.95,0.28,0.22,46.0,100.0,1.15,1.15,2.9,2.9,,,,,,,F4F-3,F4F-3,Aviation,USA,2.7,2.7,3.0,690.0,2108.0,1882.0,False,112,40,112,130,112,190
db_3b,96.0,90.59,0.02,0.02,4.84,4.06,,,,,,,,,,,,,DB-3B,DB-3B,Aviation,USSR,2.7,2.7,2.7,1485.0,2820.0,3300.0,False,118,80,118,240,118,170
f4f-4,388.0,54.43,1.58,1.55,0.01,0.01,23.0,,,,,,,,,,,,F4F-4,F4F-4,Aviation,USA,3.0,2.7,3.0,916.0,3514.0,3263.0,False,118,50,118,150,118,250
j2m2,1606.0,61.37,9.62,13.16,0.14,0.19,113.0,100.0,4.41,4.07,2.2,2.09,39.0,,,2.28,,0.63,J2M2,J2M2,Aviation,Japan,3.7,4.3,3.7,2213.0,6362.0,4161.0,False,130,80,130,280,130,260
mig_3_series_34,240.0,50.81,3.13,2.74,0.32,0.25,,,,,,,19.0,,,,,,MiG-3-34,MiG-3-34,Aviation,USSR,2.7,2.3,2.3,941.0,2259.0,1217.0,False,118,80,118,240,118,380
bf-110c-4,510.0,78.12,1.35,1.11,4.04,3.34,1424.0,57.49,0.12,0.12,1.15,1.25,152.0,48.49,0.67,0.86,1.5,2.12,Bf_110_C-7,Bf_110_C-7,Aviation,Germany,3.0,3.0,3.0,1213.0,1953.0,2094.0,False,124,80,124,170,124,240
pv_2d,773.0,95.82,0.4,0.39,6.93,6.83,111.0,86.29,1.16,1.21,2.7,2.63,2.0,,,,,,PV-2D,PV-2D,Aviation,USA,3.3,3.7,3.3,5930.0,3480.0,2300.0,True,260,240,260,280,260,320
il_2_1941,447.0,97.9,1.63,1.19,5.68,4.2,414.0,51.79,0.16,0.14,2.85,2.31,52.0,50.0,,,,,IL-2_(1941),IL-2_(1941),Aviation,USSR,2.7,2.3,2.3,806.0,1095.0,1521.0,False,112,60,112,130,112,250
p-38g_metal,220.0,67.74,3.86,4.83,0.07,0.1,350.0,75.84,2.12,7.66,0.93,3.03,130.0,8.62,12.78,9.83,,,XP-38G,XP-38G,Aviation,USA,3.0,3.3,3.3,1750.0,5400.0,4740.0,True,260,200,260,440,260,340
la-5_type37_early,182.0,66.86,4.05,4.17,,,125.0,41.94,1.15,1.17,,,,,,,,,La-5,La-5,Aviation,USSR,3.3,3.0,3.0,1480.0,3870.0,3668.0,False,130,90,130,310,130,400
bf-109f-2,1370.0,63.63,1.92,1.89,1.43,1.4,252.0,59.6,1.69,1.03,0.57,0.41,182.0,60.58,2.78,2.71,,,Bf_109_F-2,Bf_109_F-2,Aviation,Germany,3.0,3.3,3.0,1619.0,4174.0,4263.0,False,130,90,130,250,130,250
bf-109f-1,1935.0,62.26,2.05,2.52,0.91,1.11,498.0,54.8,2.79,1.96,1.08,0.75,175.0,100.0,5.1,2.01,,,Bf_109_F-1,Bf_109_F-1,Aviation,Germany,3.0,2.3,3.3,1302.0,3883.0,2934.0,False,124,80,124,240,124,270
a6m2_mod11,119.0,,6.67,6.71,2.0,1.21,144.0,,2.85,1.79,2.12,1.27,,,,,,,A6M2_mod._11,A6M2_mod._11,Aviation,Japan,3.3,3.3,3.3,1404.0,4313.0,3567.0,False,124,90,124,250,124,250
mc-202_italy,234.0,51.34,4.03,3.47,0.03,0.02,162.0,66.13,1.92,1.47,0.92,0.72,22.0,,,,,,C.202,C.202,Aviation,Italy,2.3,2.3,2.3,695.0,2137.0,1454.0,False,112,50,112,140,112,250
b_25j_1,349.0,66.51,0.66,0.48,3.2,2.94,59.0,80.0,,,4.0,2.64,82.0,,,1.53,,1.13,B-25J-1,B-25J-1,Aviation,USA,3.7,4.0,3.7,1773.0,3572.0,4189.0,False,130,120,130,310,130,280
yak-9,76.0,16.67,3.47,3.67,,,151.0,67.03,2.75,4.07,0.13,0.23,7.0,,,,,,Yak-9,Yak-9,Aviation,USSR,3.3,3.0,3.0,1503.0,4535.0,5137.0,False,130,90,130,270,130,220
fw-190a-1,1761.0,53.01,1.96,2.1,0.05,0.06,550.0,65.36,1.57,1.66,0.68,0.72,146.0,100.0,4.72,3.6,,,Fw_190_A-1,Fw_190_A-1,Aviation,Germany,3.7,3.3,3.3,1568.0,4604.0,3908.0,False,130,90,130,300,130,280
typhoon_mk1a,764.0,60.3,1.84,1.65,0.52,0.47,352.0,55.72,1.51,2.44,1.4,2.17,14.0,,,,,,Typhoon_Mk_Ia,Typhoon_Mk_Ia,Aviation,Britain,2.7,2.7,2.7,1510.0,4168.0,3906.0,False,130,80,130,220,130,290
boomerang_mki,67.0,100.0,3.1,1.39,0.05,0.15,50.0,100.0,1.63,1.16,1.25,0.94,,,,,,,Boomerang_Mk_I,Boomerang_Mk_I_(Great_Britain),Aviation,Britain,3.3,3.0,2.7,1580.0,5060.0,2190.0,True,260,140,260,520,260,400
sm_79_iar,21.0,,,,,3.6,,,,,,,,,,,,,S.M.79_B,S.M.79_B,Aviation,Italy,2.3,2.3,2.7,1986.0,3769.0,3579.0,False,130,120,130,310,130,260
breda_88,59.0,100.0,1.42,1.34,8.64,8.23,45.0,35.71,0.36,0.36,2.59,2.59,,,,,,,Breda_88_(P.XI),Breda_88_(P.XI),Aviation,Italy,2.0,1.7,2.0,647.0,1245.0,1868.0,False,112,70,112,150,112,290
p-39n,581.0,65.58,3.33,2.93,0.16,0.15,466.0,76.92,2.39,3.94,0.86,1.39,8.0,,,2.75,,,P-39N-0,P-39N-0,Aviation,USA,3.3,3.0,3.0,1575.0,5116.0,3567.0,False,130,90,130,250,130,300
fw-190a-4,2355.0,53.73,3.63,3.17,0.17,0.15,566.0,66.26,1.33,2.15,0.85,1.4,90.0,100.0,12.94,11.48,0.44,0.5,Fw_190_A-4,Fw_190_A-4,Aviation,Germany,4.3,4.3,4.0,1848.0,5431.0,5007.0,False,136,80,136,290,136,240
mc-202_ec,857.0,51.54,4.56,4.95,,0.04,1352.0,57.49,1.36,1.42,0.39,0.4,,,,,,,C.202EC,C.202EC,Aviation,Italy,3.0,3.3,3.0,1144.0,2747.0,1844.0,False,118,40,118,120,118,150
sm_79_1936_italy,40.0,100.0,,,13.29,10.2,,,,,,,,,,,,,S.M.79_serie_1,S.M.79_serie_1,Aviation,Italy,2.0,1.7,2.3,1211.0,3306.0,3533.0,False,118,100,118,240,118,250
sm_79_1939_italy,9.0,,,,,7.11,,,,,,,,,,,,,S.M.79_serie_8,S.M.79_serie_8,Aviation,Italy,2.0,2.3,2.3,1206.0,2311.0,2824.0,False,118,80,118,240,118,200
sm_79_1941_italy,90.0,79.57,,,7.68,7.74,72.0,41.67,,,0.87,0.75,,,,,,,S.M.79_AS,S.M.79_AS,Aviation,Italy,2.3,2.7,2.7,1579.0,2054.0,3376.0,False,124,130,124,290,124,310
bf-109e-3_japan,310.0,70.82,8.89,10.82,,,371.0,74.82,2.93,4.08,2.23,3.14,2.0,,,,,,Bf_109_E-7,Bf_109_E-7_(Japan),Aviation,Japan,3.0,3.0,2.7,1310.0,3670.0,2940.0,True,248,160,248,500,248,560
sm_79_iar_italy,25.0,,,,,5.26,,,,,,,,,,,,,S.M.79_B,S.M.79_B,Aviation,Italy,2.3,2.3,2.7,1986.0,3769.0,3579.0,False,130,120,130,310,130,260
a6m2_zero_usa,228.0,67.13,1.53,1.68,,,203.0,48.28,1.94,2.35,1.48,1.73,18.0,,,,,,A6M2,A6M2,Aviation,Japan,3.7,3.3,3.3,1631.0,5856.0,4844.0,False,130,90,130,260,130,230
sm_79_1943_italy,32.0,100.0,,,6.12,4.92,17.0,50.0,,,,,,,,,,,S.M.79_bis/T.M,S.M.79_bis/T.M,Aviation,Italy,2.7,2.7,2.7,1691.0,2696.0,2709.0,False,124,110,124,290,124,280
pe-2-83,76.0,100.0,,,11.42,9.2,,,,,,,3.0,,,,,,Pe-2-83,Pe-2-83,Aviation,USSR,4.0,4.0,4.0,1591.0,1915.0,2846.0,False,136,100,136,320,136,390
yak-7b,415.0,57.17,2.71,1.7,0.13,0.07,245.0,72.88,1.15,1.69,0.49,0.68,9.0,,,,,,Yak-7B,Yak-7B,Aviation,USSR,3.3,2.3,2.7,977.0,2130.0,2380.0,False,118,70,118,180,118,240
ki-49_2a,,,,,,,,,,,,,3.0,,,,,,Ki-49-IIa,Ki-49-IIa,Aviation,Japan,3.7,3.3,3.7,1695.0,2403.0,5515.0,False,136,150,136,320,136,270
i-16_type28,58.0,41.67,3.25,3.17,1.25,0.87,5.0,,,,,1.0,10.0,,,1.0,,0.83,I-16_type_28,I-16_type_28,Aviation,USSR,3.3,2.7,2.7,930.0,2510.0,1400.0,True,236,80,236,280,236,400
avenger_mk1,80.0,100.0,,,3.63,2.99,,,,,,,,,,,,,Avenger_Mk_II,Avenger_Mk_II_(Great_Britain),Aviation,Britain,2.3,3.0,2.7,1180.0,1200.0,2500.0,True,248,140,248,500,248,480
spitfiremkiia,865.0,43.35,3.06,2.57,0.02,0.02,263.0,72.26,2.12,3.31,0.66,1.17,,,,,,,Spitfire_Mk_IIa,Spitfire_Mk_IIa,Aviation,Britain,2.7,2.7,3.0,1010.0,3893.0,2845.0,False,118,50,118,170,118,260
wellington_mk3,67.0,92.0,,,4.82,3.65,14.0,,,,,,,,,,,,Wellington_Mk_III,Wellington_Mk_III,Aviation,Britain,3.3,3.0,4.0,1890.0,4195.0,4536.0,False,136,130,136,320,136,280
p-43a-1,228.0,83.69,2.74,3.73,0.11,0.14,4.0,,,,,2.0,,,,,,,P-43A-1,P-43A-1,Aviation,USA,2.7,2.7,2.7,1700.0,4300.0,1800.0,True,248,60,248,320,248,440
bf-109b_2,288.0,15.8,5.52,2.46,0.17,0.08,56.0,100.0,2.1,1.61,1.67,1.07,,,,,,,Bf_109_B-1/L,Bf_109_B-1,Aviation,Germany,1.3,1.3,1.3,673.0,1747.0,1996.0,False,112,40,112,150,112,280
p-38g,156.0,62.72,1.89,1.59,0.34,0.32,160.0,100.0,2.07,1.68,1.63,1.32,36.0,,,0.28,,,P-38G-1,P-38G-1,Aviation,USA,3.7,3.7,3.7,1679.0,5011.0,4362.0,False,136,120,136,320,136,320
a-20g,1690.0,85.4,0.84,0.79,6.6,6.15,236.0,48.68,0.16,0.21,4.37,3.45,53.0,,,,1.0,1.5,A-20G-25,A-20G-25,Aviation,USA,2.7,3.0,3.0,941.0,2187.0,2035.0,False,118,70,118,200,118,200
sb_2m_103u_china,105.0,100.0,,,10.92,6.11,,,,,,,,,,,,,SB_2M-103U_(China),SB_2M-103U_(China),Aviation,China,2.7,2.3,2.3,985.0,2233.0,1035.0,False,112,60,112,190,112,270
d4y2,21.0,,,0.54,,0.69,,,,,,,,,,,,,D4Y2,D4Y2,Aviation,Japan,2.7,2.7,2.7,1674.0,2140.0,3902.0,False,130,140,130,310,130,420
d4y3,213.0,76.64,,,4.41,3.83,53.0,,,,2.0,2.0,,,,,,,D4Y3_Ko,D4Y3_Ko,Aviation,Japan,3.0,3.0,3.0,2024.0,3124.0,3795.0,False,136,100,136,320,136,480
h8k3,,,,,,,15.0,75.0,,,,,,,,,,,H8K3,H8K3,Aviation,Japan,3.7,3.3,4.0,1990.0,5100.0,3500.0,True,260,120,260,500,260,360
il-2i,717.0,74.5,1.55,1.24,3.96,3.16,1080.0,55.99,0.33,0.33,1.51,1.47,49.0,100.0,,0.22,5.83,6.67,IL-2_(1942),IL-2_(1942),Aviation,USSR,3.0,3.0,2.7,806.0,1079.0,1536.0,False,112,40,112,100,112,140
ki_61_1a_ko,382.0,51.17,2.97,2.93,0.01,0.01,60.0,100.0,0.8,0.43,0.73,1.05,,,,,,,Ki-61-I_ko,Ki-61-I_ko,Aviation,Japan,2.3,2.7,2.7,1075.0,3428.0,3036.0,False,118,50,118,220,118,180
ju-87d-3,451.0,76.55,0.07,0.06,5.58,3.95,435.0,61.59,,,0.94,0.86,44.0,100.0,,,1.0,1.07,Ju_87_D-3,Ju_87_D-3,Aviation,Germany,2.3,2.7,2.7,956.0,1359.0,1510.0,False,118,70,118,230,118,280
spitfiremkii,588.0,44.5,2.07,1.85,0.06,0.06,400.0,47.2,2.17,2.6,0.79,0.97,52.0,100.0,2.0,1.15,,,Spitfire_Mk_IIb,Spitfire_Mk_IIb,Aviation,Britain,3.7,3.0,3.0,1328.0,4478.0,3415.0,False,124,80,124,230,124,330
ki-45_hei,60.0,72.58,0.39,0.37,,,9.0,,,,,,,,,,,,Ki-45_hei,Ki-45_hei,Aviation,Japan,2.3,3.0,3.3,1635.0,2440.0,5157.0,False,130,140,130,310,130,370
i-16_type27,394.0,49.22,1.91,1.76,0.75,0.73,184.0,53.48,0.98,1.06,0.88,0.89,,,,,,,I-16_type_27,I-16_type_27,Aviation,USSR,3.3,2.7,2.7,1467.0,3858.0,2403.0,False,130,90,130,240,130,490
ki_44_2_hei,452.0,55.08,6.01,5.29,0.54,0.4,62.0,26.99,1.08,1.86,0.43,0.43,,,,,,,Ki-44-II_hei,Ki-44-II_hei,Aviation,Japan,2.0,2.7,3.0,1192.0,3815.0,2510.0,False,118,50,118,220,118,170
il_2_1942_luftwaffe,318.0,65.37,1.92,1.93,3.12,3.08,751.0,69.41,0.64,0.65,1.66,1.69,75.0,100.0,2.44,3.0,14.63,15.67,IL-2_(1942),IL-2_(1942)_(Germany),Aviation,Germany,3.0,3.0,2.7,960.0,1400.0,2100.0,True,236,100,236,220,236,240
b5n2,148.0,81.18,,,8.83,5.76,145.0,53.55,,,3.56,5.72,,,,,,,B5N2,B5N2,Aviation,Japan,1.3,1.7,2.3,711.0,973.0,2121.0,False,112,50,112,200,112,310
xp-55,548.0,89.5,5.28,7.5,0.07,0.1,495.0,78.38,3.71,5.19,1.66,2.38,41.0,,11.83,6.8,,,XP-55,XP-55,Aviation,USA,3.7,4.0,3.0,2080.0,6630.0,5480.0,True,272,120,272,380,272,320
bf-109e-4,1688.0,63.02,2.78,3.22,0.66,0.75,334.0,67.14,2.12,2.99,0.79,1.12,4.0,,,,,,Bf_109_E-4,Bf_109_E-4,Aviation,Germany,3.0,3.0,3.0,1049.0,3149.0,2530.0,False,118,40,118,150,118,150
p-51_a-36,3365.0,82.46,1.76,2.03,2.08,2.41,979.0,66.18,0.76,0.92,1.5,1.78,25.0,,1.4,2.68,,,A-36,A-36,Aviation,USA,2.7,3.0,2.7,953.0,1945.0,2183.0,False,118,50,118,140,118,210
db_7,4.0,,,,,,,,,,,,,,,,,,DB-7,DB-7_(Great_Britain),Aviation,Britain,2.3,2.3,2.3,880.0,1060.0,1850.0,True,224,200,224,400,224,400
sm_79_1937,,,,,,,,,,,,,,,,,,,S.M.79_serie_4,S.M.79_serie_4_(Germany),Aviation,Germany,2.3,2.7,2.7,1426.0,3571.0,2738.0,False,124,140,124,240,124,280
sm_79_1942,,,,,,,,,,,,,,,,,,,S.M.79_bis/N,S.M.79_bis/N_(Germany),Aviation,Germany,2.7,2.7,3.0,1322.0,3582.0,2747.0,False,124,70,124,240,124,280
mig_3_series_1_15_bk_pod,1885.0,86.05,3.76,4.15,0.15,0.17,58.0,100.0,2.68,3.23,2.07,2.46,,,,,,,MiG-3-15_(BK),MiG-3-15_(BK),Aviation,USSR,2.3,2.3,2.0,733.0,2137.0,1644.0,False,112,40,112,160,112,290
ms_410c1,273.0,63.55,8.55,9.75,0.16,0.12,38.0,50.0,0.21,0.4,,,,,,,,,M.S.410,M.S.410,Aviation,France,2.0,2.0,2.0,645.0,1910.0,1771.0,False,112,30,112,110,112,160
potez_631,666.0,69.85,4.56,5.87,1.74,2.21,45.0,77.27,,,1.14,1.33,,,,,,,Potez_631,Potez_631,Aviation,France,2.0,2.3,2.0,715.0,1647.0,2170.0,False,112,30,112,130,112,180
ki_43_2,175.0,17.03,3.53,2.59,2.77,1.79,90.0,61.11,0.13,0.11,0.43,0.37,18.0,,,,,,Ki-43-II,Ki-43-II,Aviation,Japan,1.7,2.0,2.7,677.0,1418.0,1681.0,False,112,50,112,160,112,170
p-39q_5,276.0,59.59,2.22,2.51,0.31,0.3,68.0,100.0,0.79,0.89,0.32,0.45,27.0,,,1.73,,,P-39Q-5,P-39Q-5,Aviation,USA,3.7,3.3,3.3,1521.0,4099.0,3995.0,False,130,90,130,260,130,380
spitfire_mk1,990.0,56.02,4.02,4.64,0.12,0.12,92.0,100.0,1.55,2.84,1.91,2.06,88.0,100.0,5.0,2.28,,,Spitfire_Mk_Ia,Spitfire_Mk_Ia,Aviation,Britain,2.3,2.7,2.3,805.0,2664.0,1923.0,False,112,40,112,150,112,170
d_521,,,,,,,,,,,,,,,,,,,D.521,D.521_(Great_Britain),Aviation,Britain,3.3,2.7,2.7,1429.0,3567.0,2732.0,False,124,60,124,240,124,280
ki_43_1,192.0,38.67,4.86,4.25,0.11,0.15,31.0,,3.42,2.13,,,,,,,,,Ki-43-I,Ki-43-I,Aviation,Japan,1.7,1.7,2.0,755.0,2030.0,2349.0,False,112,50,112,170,112,220
vg_33,565.0,62.27,7.04,13.05,0.3,0.54,127.0,100.0,2.69,2.24,1.14,0.86,12.0,,,,,,V.G.33C-1,V.G.33C-1,Aviation,France,2.3,2.7,2.3,822.0,2378.0,2403.0,False,112,30,112,140,112,190
p-51a_tl,53.0,100.0,2.68,2.59,0.5,0.46,,,,,,,,,,,,,P-51A,P-51A,Aviation,USA,3.0,3.0,3.0,1370.0,4900.0,2500.0,True,248,80,248,280,248,480
bf-109e-7,352.0,88.63,4.91,7.11,1.3,1.94,106.0,82.15,3.52,3.71,0.34,0.34,,,,,,,Bf_109_E-7/U2,Bf_109_E-7/U2,Aviation,Germany,3.0,3.0,3.0,1210.0,2780.0,2260.0,True,236,60,236,200,236,200
leo_451_early,36.0,100.0,,,2.41,2.78,8.0,50.0,,,1.5,1.5,,,,,,,LeO_451_early,LeO_451_early,Aviation,France,3.0,3.0,3.0,1851.0,4699.0,4086.0,False,130,100,130,310,130,260
boston_mk_1,7.0,100.0,1.0,1.0,11.25,9.57,1.0,,,,,,,,,,,,Boston_Mk_I,Boston_Mk_I_(Great_Britain),Aviation,Britain,2.3,2.3,2.3,880.0,1060.0,1850.0,True,224,200,224,400,224,400
a-35b,68.0,100.0,,,2.5,2.23,279.0,52.37,0.59,0.39,1.11,0.79,,,,,,,A-35B,A-35B_(France),Aviation,France,3.3,3.0,3.3,1399.0,2302.0,2544.0,False,130,110,130,250,130,370
p-40e,2064.0,63.06,3.77,3.48,0.81,0.73,850.0,73.53,0.62,0.55,0.91,0.79,143.0,83.87,5.71,4.11,0.48,0.26,P-40E-1,P-40E-1,Aviation,USA,2.3,2.7,2.3,1029.0,2459.0,2447.0,False,118,50,118,180,118,320
mb_174_a3,13.0,,,,,,8.0,,,,,1.0,,,,,,,M.B.174A-3,M.B.174A-3,Aviation,France,2.7,2.7,2.7,1158.0,2039.0,2681.0,False,118,120,118,240,118,250
f4u-1a,1133.0,77.11,2.08,2.13,0.84,0.86,354.0,70.27,2.71,2.3,3.92,3.15,32.0,,,,,,F4U-1A,F4U-1A,Aviation,USA,2.7,2.7,3.3,1217.0,3514.0,2510.0,False,124,70,124,200,124,350
ffvs_j22_a,605.0,67.11,3.82,4.6,0.15,0.23,21.0,100.0,5.5,5.5,2.83,2.83,,,,,,,J22-A,J22-A,Aviation,Sweden,2.3,2.3,2.0,683.0,2150.0,1695.0,False,112,30,112,120,112,170
f4u-1a_usmc,331.0,68.32,3.48,2.88,0.03,0.02,91.0,84.53,2.1,2.09,1.94,1.45,13.0,,,,,,F4U-1A_(USMC),F4U-1A_(USMC),Aviation,USA,3.0,3.3,3.3,1468.0,5785.0,4643.0,False,130,80,130,270,130,260
re_2000_j20,108.0,100.0,6.18,7.62,2.17,2.62,,,,,,,,,,,,,J20,J20,Aviation,Sweden,2.0,2.0,1.7,1142.0,3890.0,2786.0,False,124,40,124,190,124,280
sm_79_1936,37.0,100.0,,,4.68,2.81,,,,,,,,,,,,,S.M.79_serie_1,S.M.79_serie_1,Aviation,Italy,2.0,1.7,2.3,1211.0,3306.0,3533.0,False,118,100,118,240,118,250
lagg-3-4,,,,,,,,,,,,,,,,,,,LaGG-3-4,LaGG-3-4,Aviation,USSR,2.3,2.3,2.0,570.0,1380.0,1260.0,True,212,60,212,220,212,260
p-36a_rasmussen,13.0,,,,,,24.0,81.82,0.82,,,,,,,,,,Rasmussen's_P-36A,Rasmussen%27s_P-36A,Aviation,USA,1.3,1.3,1.7,354.0,733.0,1391.0,False,100,40,100,90,100,160
sb_2m_105,33.0,,,,,0.73,1.0,,,,,,,,,,,,SB_2M-105,SB_2M-105,Aviation,USSR,3.3,2.7,2.7,848.0,1859.0,2059.0,False,112,70,112,200,112,160
intruder_mk_1,70.0,100.0,0.11,0.26,8.33,11.26,114.0,70.59,1.25,4.65,7.68,28.31,9.0,,,,,,Havoc_Mk_I,Havoc_Mk_I_(Great_Britain),Aviation,Britain,2.0,2.0,2.3,470.0,920.0,1300.0,True,200,100,200,240,200,200
hs-123a-1,38.0,50.0,1.5,3.0,6.5,13.0,6.0,100.0,,,0.5,0.33,,,,,,,Hs_123_A-1,Hs_123_A-1,Aviation,Germany,1.3,1.3,1.3,174.0,199.0,274.0,False,100,20,100,60,100,70
he51a1,195.0,51.07,4.99,2.43,2.97,1.31,12.0,,,,,,,,,,,,He_51_A-1,He_51_A-1,Aviation,Germany,1.0,1.0,1.0,,,,False,100,10,100,50,100,90
b_18a,84.0,38.89,,,14.67,14.33,28.0,100.0,,,,,,,,,,,B-18A,B-18A,Aviation,USA,2.0,1.3,1.7,736.0,1847.0,1497.0,False,106,70,106,170,106,200
p-26b_35,62.0,50.0,1.0,1.11,0.71,0.97,43.0,,,,,,,,,,,,P-26B-35,P-26B-35,Aviation,USA,1.0,1.0,1.0,,,,False,100,20,100,60,100,110
pby-5a_raf,6.0,,,,,,,,,,,,,,,,,,Catalina_Mk_IIIa,Catalina_Mk_IIIa_(Great_Britain),Aviation,Britain,2.0,1.7,2.0,640.0,1500.0,1250.0,True,212,100,212,260,212,260
yak_2_kabb,1359.0,88.39,1.16,1.4,3.68,4.45,157.0,88.87,0.79,1.46,1.71,2.82,29.0,100.0,0.15,1.0,2.05,1.0,Yak-2_KABB,Yak-2_KABB,Aviation,USSR,2.3,2.3,2.7,670.0,1239.0,1454.0,False,112,50,112,130,112,140
ki-45_ko,44.0,,1.9,1.92,,,38.0,,,0.28,,0.17,,,,,,,Ki-45_ko,Ki-45_ko,Aviation,Japan,2.0,2.3,2.7,706.0,1951.0,1926.0,False,112,50,112,200,112,240
yak-4,566.0,84.45,0.19,0.2,7.5,7.43,,,,,,,228.0,33.33,,,0.2,0.3,Yak-4,Yak-4,Aviation,USSR,2.3,2.3,2.3,1082.0,1762.0,2266.0,False,118,80,118,240,118,270
i-15bis,144.0,82.8,3.57,3.68,3.24,3.47,57.0,68.52,1.21,1.63,1.34,1.84,,,,,,,I-15bis,I-15bis,Aviation,USSR,1.0,1.0,1.0,149.0,237.0,386.0,False,100,10,100,30,100,70
sb2u-3,122.0,93.33,1.03,1.74,12.95,17.26,95.0,66.67,1.67,1.39,2.67,2.83,,,,,,,SB2U-3,SB2U-3,Aviation,USA,1.7,1.7,1.7,381.0,508.0,267.0,False,100,30,100,70,100,190
v_156_f,35.0,,,,7.72,5.88,51.0,,,,,,,,,,,,V-156-F,V-156-F,Aviation,France,1.3,1.3,1.3,214.0,302.0,402.0,False,100,30,100,80,100,180
gladiator_mk2_navy,77.0,100.0,3.33,1.96,3.87,2.15,,,,,,,,,,,,,Sea_Gladiator_Mk_I,Sea_Gladiator_Mk_I,Aviation,Britain,1.0,1.0,1.0,324.0,661.0,823.0,False,100,20,100,70,100,190
h-75a-1_france,59.0,100.0,2.67,4.68,2.07,3.68,,,,,,,,,,,,,H-75A-1,H-75A-1,Aviation,France,1.3,1.7,1.7,137.0,436.0,361.0,False,100,10,100,30,100,50
h-75a-4_france,58.0,100.0,4.43,6.06,1.47,1.39,37.0,,,3.0,,,,,,,,,H-75A-4,H-75A-4,Aviation,France,1.7,2.0,2.0,324.0,1210.0,1397.0,False,100,10,100,40,100,70
sb2u-2,73.0,100.0,,,19.2,12.9,61.0,46.15,,,0.45,0.88,,,,,,,SB2U-2,SB2U-2,Aviation,USA,1.3,1.3,1.3,402.0,352.0,188.0,False,100,40,100,120,100,190
fiat_g50_seria2,15.0,,,,,,,,,,,,,,,,,,G.50_serie_2,G.50_serie_2,Aviation,Italy,1.7,1.7,1.7,313.0,865.0,853.0,False,100,20,100,60,100,90
ms_405c1,113.0,71.88,3.38,3.96,0.26,0.26,13.0,,,,,,,,,,,,M.S.405C1,M.S.405C1,Aviation,France,1.7,1.7,1.7,316.0,986.0,936.0,False,100,20,100,60,100,90
v_156_b1,85.0,84.12,0.29,0.32,5.18,6.13,120.0,40.91,1.23,0.51,3.07,1.95,,,,,,,V-156-B1,V-156-B1,Aviation,Britain,1.3,1.3,1.3,201.0,201.0,188.0,False,100,20,100,60,100,120
pby-5,182.0,43.12,0.35,0.26,3.78,2.51,3.0,,,,,,,,,,,,PBY-5_Catalina,PBY-5_Catalina,Aviation,USA,2.0,1.7,2.0,784.0,1075.0,1391.0,False,106,70,106,170,106,260
ar_2,356.0,83.8,0.19,0.19,6.73,7.47,122.0,56.25,,,0.73,0.9,14.0,,,,,,Ar-2,Ar-2,Aviation,USSR,2.7,2.3,2.7,1322.0,2495.0,2870.0,False,118,80,118,240,118,240
su-2_m82,5633.0,88.06,1.16,1.35,7.73,9.02,26.0,100.0,2.0,2.0,,,12.0,,,,,,Su-2_(M-82),Su-2_(M-82),Aviation,USSR,2.0,2.7,2.7,478.0,1070.0,1372.0,False,106,20,106,110,106,110
beaufort_mkviii,15.0,25.0,,,2.25,2.4,89.0,55.38,0.94,1.68,2.09,3.81,5.0,,,,,7.0,Beaufort_Mk_VIII,Beaufort_Mk_VIII,Aviation,Britain,2.0,2.0,2.3,607.0,1277.0,1391.0,False,106,70,106,170,106,220
nimrod_mk2,33.0,,,0.33,,1.0,,,,,,,,,,,,,Nimrod_Mk_II,Nimrod_Mk_II,Aviation,Britain,1.0,1.0,1.0,137.0,361.0,299.0,False,100,20,100,60,100,60
tbd-1_1938,102.0,82.61,1.3,1.2,16.26,14.89,68.0,80.0,,,1.0,1.0,,,,,,,TBD-1,TBD-1,Aviation,USA,1.7,1.3,1.7,417.0,556.0,670.0,False,100,40,100,110,100,190
fw-189a-1,,,,,,,,,,,,,,,,,,,Fw_189_A-1,Fw_189_A-1,Aviation,Germany,1.7,1.7,1.7,390.0,1260.0,870.0,True,200,20,200,60,200,180
