name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,cls,nation,ab_br,rb_br,sb_br,ab_repair,rb_repair,sb_repair,is_premium,ab_rp_rate,ab_sl_rate,rb_rp_rate,rb_sl_rate,sb_rp_rate,sb_sl_rate
beaufighter_mkx,155.0,43.44,1.18,0.85,1.56,1.17,4.0,,,,,,19.0,,,,,,Beaufighter_Mk_X,Beaufighter_Mk_X,Aviation,Britain,3.7,3.3,3.7,1566.0,4097.0,3601.0,False,136,140,136,320,136,480
il-2m,813.0,77.45,1.36,0.91,8.55,5.62,448.0,67.7,0.69,0.48,8.87,5.74,144.0,47.01,,,0.97,1.85,IL-2M_type_3,IL-2M_type_3,Aviation,USSR,3.3,3.3,3.3,2036.0,4212.0,4659.0,False,142,80,142,210,142,270
ki_109,40.0,92.86,0.07,0.04,0.43,0.26,37.0,,,,3.43,2.25,55.0,100.0,,,1.92,1.82,Ki-109,Ki-109,Aviation,Japan,3.3,3.0,3.3,1262.0,1302.0,1302.0,False,154,120,154,220,154,240
ki_102_otsu,24.0,,,2.5,,,18.0,,,,2.0,3.5,,,,,,,Ki-102_otsu,Ki-102_otsu,Aviation,Japan,3.0,3.3,3.3,1836.0,4392.0,5324.0,False,148,150,148,340,148,460
tu-2_early,93.0,46.0,0.44,0.22,9.29,7.46,137.0,51.08,0.54,0.53,5.86,6.21,12.0,100.0,,,1.0,0.08,Tu-2,Tu-2,Aviation,USSR,4.0,4.0,4.0,2047.0,3650.0,6131.0,False,142,70,142,200,142,250
p-39n_su,204.0,52.15,6.5,4.66,0.32,0.24,596.0,68.73,3.04,4.27,0.67,0.94,25.0,100.0,4.0,2.22,,,Pokryshkin's_P-39N-0,Pokryshkin%27s_P-39N-0_(USSR),Aviation,USSR,3.3,3.0,3.0,1820.0,4970.0,3090.0,True,272,200,272,500,272,580
xp-50,728.0,77.33,2.28,2.39,0.06,0.06,70.0,50.32,2.72,3.81,1.08,1.48,22.0,,,,,,XP-50,XP-50,Aviation,USA,4.0,3.7,4.0,2630.0,5170.0,4400.0,True,308,200,308,500,308,580
pe-2-205,122.0,100.0,0.04,0.03,15.48,11.98,169.0,27.78,0.05,0.04,4.68,2.56,18.0,,,,,,Pe-2-205,Pe-2-205,Aviation,USSR,3.7,4.0,3.7,1630.0,2640.0,1670.0,True,272,140,272,540,272,580
me-410b-1,158.0,94.3,0.75,0.64,3.62,3.06,309.0,65.08,0.27,0.34,1.62,2.18,76.0,80.0,,,2.0,0.97,Me_410_B-1,Me_410_B-1,Aviation,Germany,4.7,4.7,4.7,1379.0,1753.0,2835.0,False,154,90,154,170,154,230
er-2_m105_tat,8.0,,,,,,,,,,,,,,,,,,Yer-2_(M-105)_TAT,Yer-2_(M-105)_TAT,Aviation,USSR,4.7,4.0,4.0,1518.0,5452.0,6704.0,False,154,80,154,310,154,350
er-2_m105r_tat,,,,,,,,,,,,,,,,,,,Yer-2_(M-105R)_TAT,Yer-2_(M-105R)_TAT,Aviation,USSR,4.7,4.0,4.0,2024.0,5401.0,6704.0,False,154,90,154,310,154,350
p-47d,9587.0,82.93,1.38,1.38,3.21,3.22,4629.0,65.63,0.22,0.22,1.04,1.02,214.0,,,1.25,,0.38,P-47D-25,P-47D-25,Aviation,USA,3.3,4.3,3.7,1685.0,2805.0,3964.0,False,136,70,136,210,136,400
ki-49_2b,30.0,,,,,1.54,,,,,,,,,,,,,Ki-49-IIb,Ki-49-IIb,Aviation,Japan,3.7,3.7,4.0,1926.0,2580.0,5264.0,False,142,150,142,340,142,290
la-5_type39,320.0,59.84,7.54,4.56,0.69,0.39,118.0,63.64,1.11,0.5,1.38,0.89,22.0,87.5,,,,,La-5F,La-5F,Aviation,USSR,3.3,3.3,3.3,1615.0,4172.0,3676.0,False,136,90,136,320,136,420
yak-9m,104.0,100.0,3.33,2.4,,,58.0,100.0,5.11,,1.39,,,,,,,,Golovachev's_Yak-9M,Golovachev%27s_Yak-9M,Aviation,USSR,3.3,3.0,3.7,2030.0,7600.0,4200.0,True,284,120,284,500,284,460
hs-129b-2_romania_italy,137.0,56.77,3.52,2.39,0.81,0.56,269.0,68.7,0.34,0.21,5.45,3.13,,,,,,,Hs_129_B-2_(Romania),Hs_129_B-2_(Romania),Aviation,Germany,3.7,3.3,2.7,1760.0,2790.0,2600.0,True,284,140,284,480,284,520
xf5f,71.0,72.5,1.55,1.04,,,17.0,,,,,,,,,,,,XF5F,XF5F,Aviation,USA,3.0,2.7,2.7,2220.0,5910.0,4090.0,True,308,180,308,500,308,580
mb_162,39.0,91.67,,,3.8,3.7,7.0,,,,,,21.0,,,,,1.29,M.B.162,M.B.162,Aviation,France,4.0,4.0,4.0,2631.0,7880.0,6198.0,False,142,100,142,340,142,270
mb_175t,18.0,,,,,4.83,276.0,83.64,3.52,7.52,1.02,2.11,,,,,,,M.B.175T,M.B.175T,Aviation,France,3.3,3.3,3.3,1602.0,4897.0,5596.0,False,136,130,136,280,136,390
mb_157,41.0,22.0,4.52,5.48,,,42.0,50.0,0.5,0.67,,,,,,,,,M.B.157,M.B.157,Aviation,France,3.3,3.3,3.3,1857.0,5371.0,5898.0,False,136,100,136,320,136,350
f6f-5n_france,210.0,63.23,1.4,1.43,1.93,1.95,374.0,52.72,0.33,0.32,2.1,2.09,35.0,100.0,1.13,,1.13,,F6F-5N,F6F-5N_(France),Aviation,France,5.0,4.3,4.7,1513.0,2836.0,3052.0,False,154,100,154,200,154,280
d_520_france,144.0,40.83,5.15,4.11,0.7,0.55,54.0,100.0,2.38,1.19,2.23,1.12,,,,,,,D.520,D.520,Aviation,France,3.0,2.7,2.3,1682.0,7463.0,5477.0,False,136,80,136,280,136,320
yak-9t,917.0,67.16,4.04,2.38,0.68,0.37,1846.0,51.84,0.59,0.49,0.18,0.15,34.0,100.0,3.1,1.63,,,Yak-9T,Yak-9T,Aviation,USSR,3.7,4.0,4.0,1762.0,3081.0,3677.0,False,136,90,136,240,136,290
f6f-5_france,159.0,67.82,7.64,5.81,9.29,6.74,579.0,62.46,0.65,0.58,1.68,1.46,28.0,,,2.08,,2.17,F6F-5,F6F-5_(France),Aviation,France,3.0,3.7,3.7,1932.0,4267.0,4430.0,False,142,80,142,240,142,310
ki_43_3_otsu,146.0,27.74,5.15,4.24,1.14,0.84,334.0,91.67,2.74,2.02,1.41,1.02,,,,,,,Ki-43-III_otsu,Ki-43-III_otsu,Aviation,Japan,4.3,4.0,4.7,2522.0,7266.0,8132.0,False,148,120,148,340,148,350
sb2c_5_france,90.0,42.17,1.65,1.07,1.57,1.45,327.0,56.21,0.73,0.54,7.77,5.85,39.0,52.5,0.48,0.48,1.0,1.0,SB2C-5,SB2C-5_(France),Aviation,France,4.0,4.0,4.0,1784.0,3749.0,3081.0,False,142,110,142,220,142,550
f4u-1d,4150.0,79.88,1.85,2.0,1.98,2.15,953.0,74.62,1.13,1.54,1.2,1.61,69.0,100.0,3.47,1.83,0.4,0.14,F4U-1D,F4U-1D,Aviation,USA,2.7,3.3,3.3,1568.0,3865.0,3639.0,False,136,80,136,300,136,490
pyorremyrsky,1232.0,59.94,5.2,6.3,1.01,1.24,583.0,78.81,2.52,3.41,0.51,0.71,20.0,,,3.96,,,Pyörremyrsky,Py%C3%B6rremyrsky,Aviation,Sweden,4.3,4.3,3.7,2570.0,4400.0,5400.0,True,284,120,284,340,284,360
hs-129b-2_romania,39.0,100.0,3.05,2.72,0.32,0.4,81.0,63.33,0.14,0.12,1.31,1.33,,,,,,,Hs_129_B-2_(Romania),Hs_129_B-2_(Romania),Aviation,Germany,3.7,3.3,2.7,1760.0,2790.0,2600.0,True,284,140,284,480,284,520
il_2_37_1943,542.0,61.48,0.59,0.44,4.45,3.31,57.0,,,,23.03,20.36,494.0,39.29,0.1,0.2,,,IL-2-37,IL-2-37,Aviation,USSR,3.3,3.3,3.7,1799.0,3474.0,4100.0,False,136,100,136,310,136,400
saab_j21a_1,2448.0,67.69,5.57,6.49,0.22,0.26,250.0,84.63,4.01,5.78,2.04,2.84,,,,,,,J21A-1,J21A-1,Aviation,Sweden,3.3,3.0,3.0,2289.0,6105.0,5342.0,False,142,90,142,300,142,300
ffvs_j22_b,1556.0,67.96,3.88,4.91,0.08,0.08,60.0,75.21,2.13,3.81,1.43,2.56,,,,,,,J22-B,J22-B,Aviation,Sweden,2.7,2.7,2.3,1995.0,5271.0,6149.0,False,136,70,136,260,136,300
yak-9b,406.0,74.24,2.22,2.69,1.52,1.93,261.0,66.03,0.35,0.4,1.03,1.12,,,,,,,Yak-9B,Yak-9B,Aviation,USSR,2.7,3.0,3.0,1516.0,2982.0,3007.0,False,130,80,130,220,130,330
saab_b18a,430.0,95.3,0.79,0.68,9.59,9.1,3.0,100.0,,,3.0,2.25,,,,,,,B18A_,B18A,Aviation,Sweden,2.0,2.7,2.0,775.0,2416.0,2416.0,False,112,30,112,130,112,200
saab_b17a,178.0,60.9,0.61,0.58,8.94,8.09,4.0,,,,,2.5,,,,,,,B17A_,B17A,Aviation,Sweden,2.0,2.0,2.0,667.0,1510.0,1636.0,False,112,40,112,140,112,270
re_2001_serie1,236.0,37.71,1.98,2.43,0.12,0.16,11.0,,,,,,,,,,,,Re.2001_serie_1,Re.2001_serie_1,Aviation,Italy,2.3,2.3,2.3,721.0,2340.0,1846.0,False,112,40,112,140,112,210
sm_79_1939,,,,,,,,,,,,,,,,,,,S.M.79_serie_8,S.M.79_serie_8,Aviation,Italy,2.0,2.3,2.3,1206.0,2311.0,2824.0,False,118,80,118,240,118,200
re_2001_cb,211.0,54.79,2.56,2.15,0.9,0.76,53.0,30.77,0.08,0.08,0.04,0.02,,,,,,,Re.2001_CB,Re.2001_CB,Aviation,Italy,2.3,2.3,2.3,721.0,1492.0,1644.0,False,112,40,112,120,112,190
ju-87d-3_italy,149.0,39.08,0.25,0.24,4.71,3.88,143.0,81.4,0.01,0.01,0.24,0.34,,,,,,,Ju_87_D-3,Ju_87_D-3_(Italy),Aviation,Italy,2.3,2.7,2.7,982.0,1410.0,1510.0,False,118,90,118,240,118,280
hurricane_mk1b,198.0,67.9,6.16,6.86,0.41,0.44,21.0,,,,,,,,,,,,Sea_Hurricane_Mk_IB,Sea_Hurricane_Mk_IB,Aviation,Britain,2.0,2.0,2.0,712.0,2150.0,1812.0,False,112,40,112,140,112,290
re_2001_cn,1266.0,57.16,7.88,10.58,0.09,0.12,196.0,59.11,1.89,1.08,0.46,0.41,17.0,100.0,2.0,2.35,1.0,0.82,Re.2001_CN,Re.2001_CN,Aviation,Italy,2.7,2.7,2.7,1348.0,2836.0,2671.0,False,118,50,118,140,118,150
hurricane_mk1c,336.0,42.95,2.17,1.99,0.17,0.17,36.0,100.0,0.63,0.83,0.75,1.0,21.0,,,,,,Sea_Hurricane_Mk_IС,Sea_Hurricane_Mk_IC,Aviation,Britain,3.3,3.0,3.3,1013.0,2771.0,2950.0,False,118,60,118,200,118,260
hurricanemkii,805.0,51.44,2.84,2.72,0.72,0.68,333.0,74.91,1.28,1.82,2.53,3.51,238.0,59.52,3.55,3.06,4.26,3.42,Hurricane_Mk_IIB/Trop,Hurricane_Mk_IIB/Trop,Aviation,Britain,2.3,2.0,2.0,761.0,1597.0,1647.0,False,112,40,112,100,112,130
ki_61_1a_otsu_usa,343.0,69.07,2.54,3.39,0.01,0.01,173.0,66.67,2.22,2.92,,,,,,,,,Ki-61-Ib,Ki-61-Ib_(USA),Aviation,USA,2.3,3.3,3.0,830.0,2250.0,1500.0,True,224,80,224,240,224,300
p-40e_ussr,2393.0,87.9,2.82,3.22,0.76,0.86,541.0,52.58,0.52,0.63,1.53,1.77,47.0,,,2.05,,,P-40E-1,P-40E-1,Aviation,USA,2.3,2.7,2.3,1029.0,2459.0,2447.0,False,118,50,118,180,118,320
ki_44_1,357.0,39.81,3.99,3.41,0.04,0.04,40.0,53.57,1.14,1.42,,,,,,,,,Ki-44-I,Ki-44-I,Aviation,Japan,2.0,2.3,2.0,986.0,3225.0,2403.0,False,118,50,118,210,118,380
ki-49_1,49.0,,,,4.68,4.58,,,,,,,,,,,,,Ki-49-I,Ki-49-I,Aviation,Japan,3.3,3.0,3.7,1682.0,2820.0,5692.0,False,130,150,130,310,130,400
fw_200c_1,123.0,75.93,,,5.39,5.76,17.0,50.0,,,1.0,1.0,,,,,,,Fw_200_C-1,Fw_200_C-1,Aviation,Germany,2.7,2.3,3.0,2071.0,4417.0,5566.0,False,136,150,136,320,136,350
mig_3_series_1_15,2675.0,82.02,2.44,3.21,0.45,0.59,143.0,75.43,3.58,9.74,1.03,2.51,,,,,,,MiG-3-15,MiG-3-15,Aviation,USSR,1.7,1.7,1.7,645.0,1973.0,632.0,False,112,40,112,130,112,330
halifax_mk3,445.0,85.7,0.28,0.2,5.28,4.01,61.0,,,,,,35.0,100.0,1.0,0.74,3.0,0.54,Halifax_B_Mk_IIIa,Halifax_B_Mk_IIIa,Aviation,Britain,4.0,4.0,4.3,2495.0,6052.0,5990.0,False,142,110,142,340,142,310
ki_61_1a_otsu,625.0,52.27,4.31,5.02,0.6,0.71,139.0,68.66,2.08,2.46,1.38,1.44,33.0,,,2.0,,1.0,Ki-61-I_otsu,Ki-61-I_otsu,Aviation,Japan,2.3,3.0,3.3,1393.0,4041.0,3514.0,False,124,60,124,200,124,250
p-38e,418.0,57.65,2.95,2.38,0.03,0.02,151.0,100.0,4.31,3.5,2.81,2.72,37.0,,,3.15,,,P-38E,P-38E,Aviation,USA,3.0,3.0,3.3,1539.0,5253.0,3752.0,False,130,110,130,300,130,360
ki_100_early,230.0,81.89,2.73,1.6,1.58,0.73,120.0,86.56,1.21,1.44,1.35,1.5,96.0,73.33,0.93,0.58,0.93,0.31,Ki-100,Ki-100,Aviation,Japan,4.0,3.7,3.7,1653.0,4477.0,4070.0,False,130,90,130,220,130,220
d4y1,144.0,8.91,0.23,0.11,1.86,1.4,,,,,,,,,,,,,D4Y1,D4Y1,Aviation,Japan,2.3,2.3,2.3,1561.0,2266.0,2895.0,False,130,140,130,310,130,460
mb_152c1,196.0,49.25,8.64,6.27,0.21,0.17,64.0,,,,,,,,,,,,M.B.152C1,M.B.152C1,Aviation,France,2.7,2.3,2.3,780.0,2600.0,1680.0,True,224,40,224,200,224,340
corsair_fmk2,106.0,70.43,3.84,5.15,1.42,1.93,45.0,100.0,6.0,6.0,8.0,8.0,18.0,100.0,0.67,0.57,,,Corsair_F_Mk_II,Corsair_F_Mk_II_(Great_Britain),Aviation,Britain,2.7,2.7,3.3,1600.0,4690.0,3360.0,True,260,120,260,320,260,500
wellington_mk1c,90.0,59.14,,,2.86,4.39,71.0,66.67,,,0.44,1.0,2.0,,,,,,Wellington_Mk_Ic,Wellington_Mk_Ic,Aviation,Britain,2.7,2.3,2.7,1485.0,1938.0,3336.0,False,124,130,124,290,124,310
pe-2-31,307.0,95.52,0.28,0.27,5.81,6.05,48.0,74.0,0.04,0.02,1.42,1.44,,,,,,,Pe-2-31,Pe-2-31,Aviation,USSR,3.3,3.7,3.7,1591.0,2756.0,2458.0,False,130,80,130,310,130,490
lagg-3-66,192.0,85.65,2.06,2.11,1.55,1.65,16.0,,,,,0.81,5.0,,,,,,LaGG-3-66,LaGG-3-66,Aviation,USSR,3.0,2.7,2.7,1202.0,2054.0,2756.0,False,124,90,124,290,124,360
wellington_mk10,72.0,44.44,,,3.78,3.61,32.0,,,,,,,,,,,,Wellington_Mk_X,Wellington_Mk_X,Aviation,Britain,3.3,3.3,4.0,2179.0,4258.0,4876.0,False,142,110,142,340,142,290
bv-238,563.0,57.41,0.39,0.4,1.35,1.31,239.0,70.64,0.21,0.24,0.16,0.21,,,,,,,BV_238,BV_238,Aviation,Germany,3.7,3.7,4.0,1980.0,6900.0,3500.0,True,260,140,260,340,260,280
ju-87g_1,56.0,,,,,0.53,82.0,42.31,,,0.64,1.71,,,,,,,Ju_87_G-1,Ju_87_G-1,Aviation,Germany,3.0,2.3,3.0,1155.0,1707.0,2311.0,False,130,150,130,310,130,430
ju-87g_2,68.0,58.67,0.41,0.33,0.96,0.56,22.0,66.67,,,0.53,0.53,,,,,,,Ju_87_G-2,Ju_87_G-2,Aviation,Germany,3.0,2.7,3.0,1194.0,2221.0,2824.0,False,136,150,136,320,136,420
ki-45_otsu,111.0,63.49,1.65,1.59,,,13.0,,,,,0.62,,,,,,,Ki-45_otsu,Ki-45_otsu,Aviation,Japan,2.3,2.3,2.7,943.0,2050.0,2264.0,False,118,100,118,240,118,290
hudson_mk_v,,,,,,,87.0,94.62,0.92,0.74,6.0,4.82,3.0,,,,,,Hudson_Mk_V,Hudson_Mk_V_(Great_Britain),Aviation,Britain,2.3,2.0,2.0,750.0,1760.0,1500.0,True,224,140,224,280,224,240
p-400,1290.0,78.04,3.03,2.99,0.14,0.15,56.0,74.35,0.8,0.68,1.5,1.18,55.0,100.0,2.0,1.34,,,P-400,P-400,Aviation,USA,2.7,2.3,2.3,1296.0,3466.0,1412.0,False,124,80,124,290,124,470
tbf-1c,270.0,71.74,0.25,0.22,4.89,4.03,17.0,100.0,,,1.21,1.21,,,,,,,TBF-1C,TBF-1C,Aviation,USA,2.0,2.7,2.7,1040.0,783.0,2169.0,False,118,90,118,240,118,320
p-40c,230.0,68.34,2.96,4.25,0.17,0.26,10.0,,,0.67,,1.0,,,,,,,P-40C,P-40C,Aviation,USA,2.0,2.3,2.3,970.0,3900.0,2120.0,True,236,40,236,200,236,380
pbm_3,18.0,50.0,,,,,,,,,,,,,,,,,"PBM-3_""Mariner""",PBM-3_%22Mariner%22,Aviation,USA,3.0,3.0,3.0,1900.0,4100.0,4700.0,True,248,100,248,500,248,480
boomerang_mkii,18.0,,,3.56,,,16.0,100.0,0.17,0.15,0.83,0.31,27.0,100.0,1.0,,,,Boomerang_Mk_II,Boomerang_Mk_I_(Great_Britain),Aviation,Britain,3.3,3.0,2.7,1580.0,5060.0,2190.0,True,260,140,260,520,260,400
d_520,,,,,,,,,,,,,,,,,,,D.520,D.520,Aviation,France,3.0,2.7,2.3,1682.0,7463.0,5477.0,False,136,80,136,280,136,320
p-39k_1,280.0,68.12,2.45,3.02,0.02,0.02,71.0,43.34,2.15,2.87,2.07,2.19,9.0,,,6.0,,,P-39K-1,P-39K-1_(USSR),Aviation,USSR,3.7,3.0,3.0,1320.0,3430.0,2510.0,True,248,140,248,400,248,500
he-111h-6,817.0,65.17,0.09,0.09,2.12,2.22,209.0,36.56,,,0.07,0.05,,,,,,,He_111_H-6,He_111_H-6,Aviation,Germany,2.7,2.7,2.7,1896.0,3843.0,4367.0,False,130,100,130,310,130,250
f6f-3,2225.0,78.77,1.19,1.26,2.38,2.52,1755.0,64.84,0.52,0.48,1.36,1.25,118.0,,10.71,2.48,2.71,0.5,F6F-5,F6F-5,Aviation,USA,3.0,3.7,3.7,1380.0,2472.0,3325.0,False,130,70,130,190,130,280
sm_79_1941,10.0,,,,,2.6,,,,,,,,,,,,,S.M.79_AS,S.M.79_AS,Aviation,Italy,2.3,2.7,2.7,1579.0,2054.0,3376.0,False,124,130,124,290,124,310
n1k1_kyuofu,59.0,100.0,,0.3,,0.63,20.0,,,,,,,,,,,,N1K1,N1K1,Aviation,Japan,2.7,2.7,2.7,898.0,1518.0,3542.0,False,118,70,118,240,118,290
a6m2_n_zero,47.0,,1.0,0.43,,,97.0,93.83,0.32,0.19,0.38,0.25,,,,,,,A6M2-N,A6M2-N,Aviation,Japan,2.7,2.3,2.3,721.0,1695.0,1783.0,False,112,50,112,160,112,300
ki-45_tei,18.0,,,,2.0,2.69,,,,,,,,,,,,,Ki-45_tei,Ki-45_tei,Aviation,Japan,2.0,2.3,2.3,937.0,885.0,3124.0,False,124,150,124,290,124,440
yak-1b,408.0,46.04,2.17,1.28,0.31,0.19,420.0,72.12,1.71,2.8,0.28,0.49,39.0,,0.26,2.0,,,Yak-1B,Yak-1B,Aviation,USSR,3.3,3.0,3.3,1202.0,3733.0,3107.0,False,124,80,124,240,124,220
he_100d_1,1000.0,65.17,3.58,3.47,1.0,0.99,129.0,80.65,5.05,3.51,1.53,1.13,15.0,,,1.25,,,He_100_D-1,He_100_D-1,Aviation,Germany,1.7,2.0,2.0,673.0,2084.0,1247.0,False,112,40,112,160,112,290
hurricane_mk4,235.0,42.54,3.19,2.96,0.9,0.99,154.0,84.14,,,2.39,1.07,10.0,,,,,,Hurricane_Mk_IV,Hurricane_Mk_IV,Aviation,Britain,2.3,2.0,2.0,1017.0,1610.0,2601.0,False,118,80,118,190,118,280
hurricanemkii_ussr,476.0,81.82,3.13,3.91,0.07,0.07,57.0,100.0,0.83,0.57,1.25,1.68,17.0,100.0,1.0,,,,Hurricane_Mk_IIB,Hurricane_Mk_IIB_(USSR),Aviation,USSR,3.0,3.0,3.0,770.0,1400.0,1600.0,True,224,60,224,240,224,240
il-4,112.0,39.25,,,3.37,1.55,10.0,,,,,,,,,,,,IL-4,IL-4,Aviation,USSR,3.0,3.0,3.0,1718.0,2737.0,3802.0,False,124,110,124,290,124,250
pe-3_early,441.0,98.99,1.19,0.96,6.46,5.26,46.0,,,0.63,,1.38,178.0,25.0,0.1,0.12,,,Pe-3/E,Pe-3_(e),Aviation,USSR,2.0,2.3,2.0,842.0,1660.0,1660.0,False,118,70,118,240,118,250
a6m2_zero,116.0,,,3.77,,0.69,119.0,42.47,1.53,2.17,1.33,1.93,,,,,,,A6M2,A6M2,Aviation,Japan,3.7,3.3,3.3,1631.0,5856.0,4844.0,False,130,90,130,260,130,230
p-40f_10,1586.0,74.84,3.44,3.98,1.08,1.23,137.0,68.52,1.15,1.72,1.59,2.29,27.0,100.0,5.75,4.65,,,P-40F-10,P-40F-10,Aviation,USA,2.3,2.7,2.7,1041.0,2986.0,2886.0,False,118,50,118,170,118,210
b_34,590.0,62.99,0.58,0.54,3.98,3.76,155.0,90.86,1.52,3.41,4.06,9.94,21.0,,1.5,1.5,,,B-34,B-34,Aviation,USA,2.7,2.7,2.7,892.0,2769.0,1940.0,False,112,60,112,150,112,150
ki_43_2_late,18.0,,,1.25,,,7.0,50.0,0.33,0.67,,,,,,,,,Ki-43-II,Ki-43-II,Aviation,Japan,1.7,2.0,2.7,677.0,1418.0,1681.0,False,112,50,112,160,112,170
i-153p,18.0,,2.0,2.0,0.14,0.14,127.0,80.06,1.24,1.31,0.43,0.41,,,,,,,I-153P,I-153P,Aviation,USSR,3.3,2.7,2.3,1320.0,2860.0,1100.0,True,248,180,248,460,248,420
sm_79_1943,,,,,,,,,,,,,,,,,,,S.M.79_bis/T.M,S.M.79_bis/T.M,Aviation,Italy,2.7,2.7,2.7,1691.0,2696.0,2709.0,False,124,110,124,290,124,280
ki_100_2,163.0,82.71,3.32,1.83,1.18,0.58,149.0,80.83,1.15,1.31,1.86,1.91,12.0,,,,,,Ki-100-II,Ki-100-II,Aviation,Japan,3.7,3.7,3.7,1910.0,3460.0,2000.0,True,272,180,272,380,272,440
bf-110f-2,820.0,65.57,1.91,1.4,1.51,1.16,293.0,90.33,,,2.71,2.47,36.0,16.67,0.83,1.08,0.83,2.13,Bf_110_F-2,Bf_110_F-2,Aviation,Germany,3.3,3.3,3.3,1468.0,2962.0,2720.0,False,130,90,130,240,130,280
bf-110g-2,1560.0,71.65,1.98,1.67,1.64,1.38,3567.0,69.84,0.35,0.36,1.61,1.65,281.0,63.98,2.86,1.29,5.51,2.8,Bf_110_G-2,Bf_110_G-2,Aviation,Germany,3.7,3.7,3.7,1738.0,2693.0,3569.0,False,136,90,136,190,136,260
bf-109e-1,948.0,61.22,4.35,4.29,2.76,2.7,399.0,47.94,3.96,4.4,2.93,3.22,442.0,88.1,10.02,2.82,3.83,1.09,Bf_109_E-1,Bf_109_E-1,Aviation,Germany,1.7,2.3,2.0,698.0,2134.0,1659.0,False,112,40,112,130,112,150
bf-109e-3,870.0,57.0,2.22,1.86,0.71,0.61,283.0,61.13,2.52,1.54,1.19,0.77,157.0,52.78,2.61,2.31,,,Bf_109_E-3,Bf_109_E-3,Aviation,Germany,2.7,2.7,2.7,986.0,2909.0,2352.0,False,118,60,118,200,118,220
pe-2-1,159.0,100.0,,,15.32,10.23,77.0,73.33,,,1.3,1.08,,,,,,,Pe-2-1,Pe-2-1,Aviation,USSR,3.3,3.7,3.3,1334.0,1825.0,2518.0,False,124,100,124,290,124,330
sunderland_mk5,52.0,100.0,,,2.89,3.1,16.0,50.0,1.0,2.0,1.38,2.75,,,,,,,Sunderland_Mk_V,Sunderland_Mk_V,Aviation,Britain,2.3,2.0,2.3,1136.0,3613.0,3409.0,False,118,100,118,220,118,320
f4u-1a_japan,199.0,82.14,10.16,6.55,0.1,0.03,333.0,81.17,9.53,7.58,5.67,4.75,2.0,,,2.0,,,F4U-1A,F4U-1A_(Japan),Aviation,Japan,2.7,2.7,3.3,1530.0,4390.0,2000.0,True,260,160,260,440,260,580
lagg-3-34,99.0,100.0,3.18,3.66,,,95.0,51.61,0.02,0.03,0.65,0.63,18.0,,,,,,LaGG-3-34,LaGG-3-34,Aviation,USSR,3.0,2.3,2.3,990.0,1710.0,2100.0,True,236,80,236,260,236,280
leo_451_late,34.0,100.0,,,2.69,3.0,,,,,,,,,,,,,LeO_451_late,LeO_451_late,Aviation,France,3.0,3.0,3.0,1877.0,5733.0,3601.0,False,130,90,130,310,130,260
wellington_mk1c_luftwaffe,,,,,,,50.0,41.67,0.15,0.15,0.15,0.15,,,,,,,Wellington_Mk_Ic,Wellington_Mk_Ic,Aviation,Britain,2.7,2.3,2.7,1485.0,1938.0,3336.0,False,124,130,124,290,124,310
iar_81c,296.0,66.9,5.43,4.61,0.31,0.25,349.0,63.0,0.5,0.48,1.07,1.02,,,,,,,IAR-81C,IAR-81C,Aviation,Italy,2.7,2.7,2.7,1170.0,1700.0,2070.0,True,236,60,236,260,236,340
yak-1b_luftwaffe,158.0,60.56,2.46,2.77,,,317.0,73.19,1.39,2.86,0.96,1.97,19.0,,,,,,Yak-1B,Yak-1B,Aviation,USSR,3.3,3.0,3.3,1202.0,3733.0,3107.0,False,124,80,124,240,124,220
lagg-3-35,781.0,86.22,2.3,2.11,0.29,0.27,47.0,,,1.0,,1.0,11.0,,,1.0,,,LaGG-3-35,LaGG-3-35,Aviation,USSR,2.3,2.3,2.3,676.0,1265.0,1340.0,False,112,50,112,200,112,280
beaufighter_mk6c,69.0,,,1.43,,,33.0,100.0,2.0,,,,30.0,100.0,0.76,,,,Beaufighter_Mk_VIc,Beaufighter_Mk_VIc,Aviation,Britain,3.0,3.0,3.3,872.0,2479.0,2150.0,False,118,90,118,240,118,250
ju-87d-5,334.0,66.07,1.82,1.57,1.59,1.31,622.0,70.5,2.08,1.43,0.98,0.68,7.0,,,,,,Ju_87_D-5,Ju_87_D-5,Aviation,Germany,3.7,3.3,3.3,1149.0,2094.0,1404.0,False,124,90,124,210,124,470
ki_44_2_otsu,38.0,100.0,2.31,2.31,0.38,0.38,88.0,50.0,0.4,0.6,0.52,0.84,48.0,,,1.58,,,Ki-44-II_otsu,Ki-44-II_otsu,Aviation,Japan,2.3,2.3,2.3,1310.0,2970.0,1200.0,True,236,140,236,420,236,360
f4f-4_martlet_mk4,34.0,100.0,5.81,5.5,1.0,1.0,86.0,100.0,1.2,2.12,2.09,3.21,,,,,,,Martlet_Mk_IV,Martlet_Mk_IV,Aviation,Britain,3.0,2.7,3.0,980.0,2700.0,1840.0,True,236,60,236,180,236,360
